Year,School,Conference,Sport,State,GSR,FGR
2001,Iowa State University,Big 12 Conference,Football,IA,55,54
2001,University of Iowa,Big Ten Conference,Football,IA,75,62
2001,Jackson State University,Southwestern Athletic Conf.,Football,MS,36,42
2001,Jacksonville State University,Ohio Valley Conference,Football,AL,49,51
2001,Jacksonville University,Pioneer Football League,Football,FL,47,
2001,James Madison University,Colonial Athletic Association,Football,VA,73,75
2001,Kansas State University,Big 12 Conference,Football,KS,67,70
2001,University of Kansas,Big 12 Conference,Football,KS,53,51
2001,Kent State University,Mid-American Conference,Football,OH,78,69
2001,University of Kentucky,Southeastern Conference,Football,KY,56,45
2001,La Salle University,Metro Atlantic Athletic Conference,Football,PA,89,
2001,Lafayette College,Patriot League,Football,PA,92,77
2001,Lehigh University,Patriot League,Football,PA,87,68
2001,Liberty University,Big South Conference,Football,VA,68,50
2001,Louisiana State University,Southeastern Conference,Football,LA,54,37
2001,Louisiana Tech University,Western Athletic Conference,Football,LA,64,62
2001,University of Louisville,American Athletic Conference,Football,KY,58,56
2001,"University of Maine, Orono",Colonial Athletic Association,Football,ME,60,43
2001,Marist College,Metro Atlantic Athletic Conference,Football,NY,80,
2001,Marshall University,Conference USA,Football,WV,74,70
2001,"University of Maryland, College Park",Atlantic Coast Conference,Football,MD,68,64
2001,"University of Massachusetts, Amherst",Colonial Athletic Association,Football,MA,58,47
2001,McNeese State University,Southland Conference,Football,LA,62,61
2001,University of Memphis,Conference USA,Football,TN,63,52
2001,Miami University (Ohio),Mid-American Conference,Football,OH,83,68
2001,University of Miami (Florida),Atlantic Coast Conference,Football,FL,70,62
2001,Michigan State University,Big Ten Conference,Football,MI,51,39
2001,University of Michigan,Big Ten Conference,Football,MI,70,68
2001,Middle Tennessee State University,Sun Belt Conference,Football,TN,58,50
2001,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,51,46
2001,Mississippi State University,Southeastern Conference,Football,MS,63,52
2001,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,49,33
2001,University of Mississippi,Southeastern Conference,Football,MS,63,57
2001,"University of Missouri, Columbia",Big 12 Conference,Football,MO,57,49
2001,Monmouth University,Northeast Conference,Football,NJ,73,61
2001,Montana State University-Bozeman,Big Sky Conference,Football,MT,39,26
2001,University of Montana,Big Sky Conference,Football,MT,71,66
2001,Morehead State University,Pioneer Football League,Football,KY,36,
2001,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,55,50
2001,Murray State University,Ohio Valley Conference,Football,KY,50,45
2001,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,78,64
2001,"University of Nebraska, Lincoln",Big 12 Conference,Football,NE,78,75
2001,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,53,43
2001,"University of Nevada, Reno",Western Athletic Conference,Football,NV,57,43
2001,University of New Hampshire,Colonial Athletic Association,Football,NH,93,73
2001,New Mexico State University,Western Athletic Conference,Football,NM,54,55
2001,University of New Mexico,Mountain West Conference,Football,NM,49,37
2001,Nicholls State University,Southland Conference,Football,LA,51,40
2001,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,49,34
2001,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,40,40
2001,North Carolina Central University,Central Intercollegiate Athletic Association,Football,NC,63,46
2001,North Carolina State University,Atlantic Coast Conference,Football,NC,59,48
2001,North Dakota State University,Independent,Football,ND,71,51
2001,University of North Texas,Sun Belt Conference,Football,TX,58,56
2001,University of Louisiana Monroe,Sun Belt Conference,Football,LA,60,42
2001,Northeastern University,Colonial Athletic Association,Football,MA,76,61
2001,Northern Arizona University,Big Sky Conference,Football,AZ,53,40
2001,University of Northern Colorado,Big Sky Conference,Football,CO,87,50
2001,Northern Illinois University,Mid-American Conference,Football,IL,73,63
2001,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,70,63
2001,Northwestern State University,Southland Conference,Football,LA,54,39
2001,Northwestern University,Big Ten Conference,Football,IL,92,78
2001,University of Notre Dame,Independent,Football,IN,94,85
2001,The Ohio State University,Big Ten Conference,Football,OH,52,49
2001,Ohio University,Mid-American Conference,Football,OH,81,70
2001,Oklahoma State University,Big 12 Conference,Football,OK,62,57
2001,University of Oklahoma,Big 12 Conference,Football,OK,46,36
2001,Oregon State University,Pac-12 Conference,Football,OR,64,44
2001,University of Oregon,Pac-12 Conference,Football,OR,53,49
2001,Pennsylvania State University,Big Ten Conference,Football,PA,78,75
2001,University of Pittsburgh,American Athletic Conference,Football,PA,67,54
2001,Portland State University,Big Sky Conference,Football,OR,47,50
2001,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,63,53
2001,Purdue University,Big Ten Conference,Football,IN,63,46
2001,University of Rhode Island,Colonial Athletic Association,Football,RI,62,56
2001,Rice University,Conference USA,Football,TX,82,71
2001,University of Richmond,Colonial Athletic Association,Football,VA,89,84
2001,Robert Morris University,Northeast Conference,Football,PA,80,63
2001,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,70,54
2001,Sacred Heart University,Northeast Conference,Football,CT,72,67
2001,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,49,39
2001,Sam Houston State University,Southland Conference,Football,TX,59,53
2001,Samford University,Ohio Valley Conference,Football,AL,72,58
2001,San Diego State University,Mountain West Conference,Football,CA,56,50
2001,University of San Diego,Pioneer Football League,Football,CA,82,
2001,San Jose State University,Western Athletic Conference,Football,CA,34,33
2001,Savannah State University,Independent,Football,GA,30,37
2001,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,67,63
2001,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,65,57
2001,South Dakota State University,Independent,Football,SD,68,51
2001,University of South Florida,American Athletic Conference,Football,FL,56,52
2001,Southeast Missouri State University,Ohio Valley Conference,Football,MO,52,33
2001,Southeastern Louisiana University,Southland Conference,Football,LA,0,
2001,University of Southern California,Pac-12 Conference,Football,CA,54,51
2001,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,59,45
2001,Southern Methodist University,Conference USA,Football,TX,78,70
2001,The University of Southern Mississippi,Conference USA,Football,MS,80,70
2001,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,38,45
2001,Southern Utah University,Independent,Football,UT,71,50
2001,Missouri State University,Missouri Valley Football Conference,Football,MO,52,35
2001,Texas State University,Southland Conference,Football,TX,74,67
2001,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,67,55
2001,Stanford University,Pac-12 Conference,Football,CA,93,89
2001,Stephen F. Austin State University,Southland Conference,Football,TX,57,52
2001,Stony Brook University,Independent,Football,NY,63,50
2001,Syracuse University,American Athletic Conference,Football,NY,75,66
2001,Temple University,Mid-American Conference,Football,PA,49,47
2001,Tennessee State University,Ohio Valley Conference,Football,TN,71,57
2001,Tennessee Technological University,Ohio Valley Conference,Football,TN,51,39
2001,University of Tennessee at Chattanooga,Southern Conference,Football,TN,51,51
2001,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,54,36
2001,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,49,31
2001,"Texas A&M University, College Station",Big 12 Conference,Football,TX,56,47
2001,Texas Christian University,Mountain West Conference,Football,TX,68,62
2001,Texas Southern University,Southwestern Athletic Conf.,Football,TX,44,34
2001,Texas Tech University,Big 12 Conference,Football,TX,79,65
2001,University of Texas at Austin,Big 12 Conference,Football,TX,51,40
2001,University of Texas at El Paso,Conference USA,Football,TX,58,44
2001,University of Toledo,Mid-American Conference,Football,OH,63,52
2001,Towson University,Colonial Athletic Association,Football,MD,75,67
2001,Troy University,Sun Belt Conference,Football,AL,79,62
2001,Tulane University,Conference USA,Football,LA,67,58
2001,The University of Tulsa,Conference USA,Football,OK,64,52
2001,U.S. Air Force Academy,Mountain West Conference,Football,CO,92,
2001,U.S. Military Academy,Independent,Football,NY,87,
2001,U.S. Naval Academy,Independent,Football,MD,95,
2001,Utah State University,Western Athletic Conference,Football,UT,62,43
2001,University of Utah,Mountain West Conference,Football,UT,57,47
2001,Valparaiso University,Pioneer Football League,Football,IN,90,
2001,Vanderbilt University,Southeastern Conference,Football,TN,91,81
2001,Villanova University,Colonial Athletic Association,Football,PA,90,78
2001,Virginia Military Institute,Big South Conference,Football,VA,72,65
2001,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,75,65
2001,University of Virginia,Atlantic Coast Conference,Football,VA,66,62
2001,Wagner College,Northeast Conference,Football,NY,73,48
2001,Wake Forest University,Atlantic Coast Conference,Football,NC,83,67
2001,Washington State University,Pac-12 Conference,Football,WA,68,65
2001,University of Washington,Pac-12 Conference,Football,WA,65,56
2001,Weber State University,Big Sky Conference,Football,UT,61,31
2001,West Virginia University,American Athletic Conference,Football,WV,63,51
2001,Western Carolina University,Southern Conference,Football,NC,84,62
2001,Western Illinois University,Missouri Valley Football Conference,Football,IL,46,56
2001,Western Kentucky University,Sun Belt Conference,Football,KY,62,45
2001,Western Michigan University,Mid-American Conference,Football,MI,58,51
2001,William & Mary,Colonial Athletic Association,Football,VA,91,84
2001,Winston-Salem State University,Mid-Eastern Athletic Conf.,Football,NC,33,56
2001,University of Wisconsin-Madison,Big Ten Conference,Football,WI,63,52
2001,University of Wyoming,Mountain West Conference,Football,WY,54,39
2001,Youngstown State University,Missouri Valley Football Conference,Football,OH,63,55
2001,University of Central Arkansas,Southland Conference,Football,AR,38,32
2001,Elon University,Southern Conference,Football,NC,79,64
2001,Gardner-Webb University,Big South Conference,Football,NC,41,42
2001,Presbyterian College,Big South Conference,Football,SC,76,78
2001,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,42,37
2001,Wofford College,Southern Conference,Football,SC,97,75
2002,University of Akron,Mid-American Conference,Football,OH,61,60
2002,Alabama A&M University,Southwestern Athletic Conf.,Football,AL,59,45
2002,Alabama State University,Southwestern Athletic Conf.,Football,AL,47,36
2002,University of Alabama,Southeastern Conference,Football,AL,67,62
2002,University of Alabama at Birmingham,Conference USA,Football,AL,48,38
2002,University at Albany,Northeast Conference,Football,NY,62,57
2002,Alcorn State University,Southwestern Athletic Conf.,Football,MS,86,47
2002,Appalachian State University,Southern Conference,Football,NC,79,57
2002,Arizona State University,Pac-12 Conference,Football,AZ,58,49
2002,University of Arizona,Pac-12 Conference,Football,AZ,40,35
2002,Arkansas State University,Sun Belt Conference,Football,AR,64,48
2002,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,52,43
2002,Auburn University,Southeastern Conference,Football,AL,59,49
2002,Austin Peay State University,Ohio Valley Conference,Football,TN,48,
2002,Ball State University,Mid-American Conference,Football,IN,64,54
2002,Charleston Southern University,Big South Conference,Football,SC,66,31
2002,Baylor University,Big 12 Conference,Football,TX,70,62
2002,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,52,38
2002,Boise State University,Western Athletic Conference,Football,ID,58,48
2002,Boston College,Atlantic Coast Conference,Football,MA,91,86
2002,Bowling Green State University,Mid-American Conference,Football,OH,73,57
2002,Brigham Young University,Mountain West Conference,Football,UT,61,46
2002,Bryant University,Northeast Conference,Football,RI,63,62
2002,Bucknell University,Patriot League,Football,PA,91,86
2002,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,55,45
2002,Butler University,Pioneer Football League,Football,IN,79,67
2002,California Polytechnic State University,Independent,Football,CA,61,60
2002,"California State University, Fresno",Western Athletic Conference,Football,CA,46,42
2002,"California State University, Sacramento",Big Sky Conference,Football,CA,44,39
2002,"University of California, Berkeley",Pac-12 Conference,Football,CA,64,57
2002,"University of California, Davis",Independent,Football,CA,75,69
2002,"University of California, Los Angeles",Pac-12 Conference,Football,CA,51,40
2002,Central Connecticut State University,Northeast Conference,Football,CT,43,29
2002,University of Central Florida,Conference USA,Football,FL,56,42
2002,Central Michigan University,Mid-American Conference,Football,MI,71,66
2002,University of Cincinnati,American Athletic Conference,Football,OH,75,71
2002,The Citadel,Southern Conference,Football,SC,79,64
2002,Clemson University,Atlantic Coast Conference,Football,SC,67,61
2002,Coastal Carolina University,Big South Conference,Football,SC,83,92
2002,Colgate University,Patriot League,Football,NY,98,84
2002,Colorado State University,Mountain West Conference,Football,CO,68,55
2002,"University of Colorado, Boulder",Big 12 Conference,Football,CO,64,54
2002,University of Connecticut,American Athletic Conference,Football,CT,82,64
2002,Dartmouth College,The Ivy League,Football,NH,,
2002,Davidson College,Pioneer Football League,Football,NC,97,
2002,University of Dayton,Pioneer Football League,Football,OH,91,
2002,Delaware State University,Mid-Eastern Athletic Conf.,Football,DE,49,54
2002,University of Delaware,Colonial Athletic Association,Football,DE,71,62
2002,Drake University,Pioneer Football League,Football,IA,78,
2002,Duke University,Atlantic Coast Conference,Football,NC,96,89
2002,Duquesne University,Northeast Conference,Football,PA,55,
2002,East Carolina University,Conference USA,Football,NC,72,62
2002,Eastern Illinois University,Ohio Valley Conference,Football,IL,63,51
2002,Eastern Kentucky University,Ohio Valley Conference,Football,KY,77,66
2002,Eastern Michigan University,Mid-American Conference,Football,MI,49,35
2002,Eastern Washington University,Big Sky Conference,Football,WA,64,51
2002,Florida A&M University,Mid-Eastern Athletic Conf.,Football,FL,21,18
2002,Florida Atlantic University,Sun Belt Conference,Football,FL,53,43
2002,Florida International University,Sun Belt Conference,Football,FL,47,43
2002,Florida State University,Atlantic Coast Conference,Football,FL,73,57
2002,University of Florida,Southeastern Conference,Football,FL,69,42
2002,Fordham University,Patriot League,Football,NY,81,71
2002,Furman University,Southern Conference,Football,SC,97,83
2002,Georgetown University,Patriot League,Football,DC,90,82
2002,Georgia Southern University,Southern Conference,Football,GA,56,53
2002,Georgia Institute of Technology,Atlantic Coast Conference,Football,GA,49,41
2002,University of Georgia,Southeastern Conference,Football,GA,57,46
2002,Grambling State University,Southwestern Athletic Conf.,Football,LA,50,41
2002,Hampton University,Mid-Eastern Athletic Conf.,Football,VA,81,57
2002,"University of Hawaii, Manoa",Western Athletic Conference,Football,HI,47,45
2002,Hofstra University,Colonial Athletic Association,Football,NY,60,36
2002,College of the Holy Cross,Patriot League,Football,MA,91,78
2002,University of Houston,Conference USA,Football,TX,53,34
2002,Howard University,Mid-Eastern Athletic Conf.,Football,DC,58,53
2002,Idaho State University,Big Sky Conference,Football,ID,35,35
2002,University of Idaho,Western Athletic Conference,Football,ID,69,62
2002,Illinois State University,Missouri Valley Football Conference,Football,IL,65,53
2002,University of Illinois Urbana-Champaign,Big Ten Conference,Football,IL,69,58
2002,Indiana State University,Missouri Valley Football Conference,Football,IN,74,53
2002,"Indiana University, Bloomington",Big Ten Conference,Football,IN,67,47
2002,Iona College,Independent,Football,NY,68,
2002,Iowa State University,Big 12 Conference,Football,IA,64,59
2002,University of Iowa,Big Ten Conference,Football,IA,74,65
2002,Jackson State University,Southwestern Athletic Conf.,Football,MS,41,47
2002,Jacksonville State University,Ohio Valley Conference,Football,AL,44,42
2002,Jacksonville University,Pioneer Football League,Football,FL,45,
2002,James Madison University,Colonial Athletic Association,Football,VA,69,68
2002,Kansas State University,Big 12 Conference,Football,KS,68,67
2002,University of Kansas,Big 12 Conference,Football,KS,58,54
2002,Kent State University,Mid-American Conference,Football,OH,70,61
2002,University of Kentucky,Southeastern Conference,Football,KY,55,42
2002,Lafayette College,Patriot League,Football,PA,95,83
2002,Lehigh University,Patriot League,Football,PA,76,62
2002,Liberty University,Big South Conference,Football,VA,64,47
2002,Louisiana State University,Southeastern Conference,Football,LA,60,42
2002,Louisiana Tech University,Western Athletic Conference,Football,LA,68,55
2002,University of Louisville,American Athletic Conference,Football,KY,59,53
2002,"University of Maine, Orono",Colonial Athletic Association,Football,ME,59,42
2002,Marist College,Pioneer Football League,Football,NY,80,
2002,Marshall University,Conference USA,Football,WV,72,63
2002,"University of Maryland, College Park",Atlantic Coast Conference,Football,MD,60,57
2002,"University of Massachusetts, Amherst",Colonial Athletic Association,Football,MA,62,55
2002,McNeese State University,Southland Conference,Football,LA,60,59
2002,University of Memphis,Conference USA,Football,TN,64,53
2002,Miami University (Ohio),Mid-American Conference,Football,OH,87,71
2002,University of Miami (Florida),Atlantic Coast Conference,Football,FL,75,59
2002,Michigan State University,Big Ten Conference,Football,MI,56,40
2002,University of Michigan,Big Ten Conference,Football,MI,71,68
2002,Middle Tennessee State University,Sun Belt Conference,Football,TN,56,49
2002,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,54,46
2002,Mississippi State University,Southeastern Conference,Football,MS,63,48
2002,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,60,37
2002,University of Mississippi,Southeastern Conference,Football,MS,69,61
2002,"University of Missouri, Columbia",Big 12 Conference,Football,MO,64,56
2002,Monmouth University,Northeast Conference,Football,NJ,79,72
2002,Montana State University-Bozeman,Big Sky Conference,Football,MT,34,24
2002,University of Montana,Big Sky Conference,Football,MT,68,60
2002,Morehead State University,Pioneer Football League,Football,KY,42,
2002,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,59,52
2002,Murray State University,Ohio Valley Conference,Football,KY,44,36
2002,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,80,62
2002,"University of Nebraska, Lincoln",Big 12 Conference,Football,NE,72,66
2002,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,60,49
2002,"University of Nevada, Reno",Western Athletic Conference,Football,NV,57,44
2002,University of New Hampshire,Colonial Athletic Association,Football,NH,95,76
2002,New Mexico State University,Western Athletic Conference,Football,NM,63,54
2002,University of New Mexico,Mountain West Conference,Football,NM,53,42
2002,Nicholls State University,Southland Conference,Football,LA,49,40
2002,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,52,36
2002,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,30,29
2002,North Carolina Central University,Independent,Football,NC,66,52
2002,North Carolina State University,Atlantic Coast Conference,Football,NC,57,49
2002,North Dakota State University,Missouri Valley Football Conference,Football,ND,75,49
2002,University of North Dakota,Independent,Football,ND,70,64
2002,University of North Texas,Sun Belt Conference,Football,TX,59,55
2002,University of Louisiana Monroe,Sun Belt Conference,Football,LA,55,43
2002,Northeastern University,Colonial Athletic Association,Football,MA,70,61
2002,Northern Arizona University,Big Sky Conference,Football,AZ,63,56
2002,University of Northern Colorado,Big Sky Conference,Football,CO,76,49
2002,Northern Illinois University,Mid-American Conference,Football,IL,73,62
2002,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,65,61
2002,Northwestern State University,Southland Conference,Football,LA,55,40
2002,Northwestern University,Big Ten Conference,Football,IL,92,81
2002,University of Notre Dame,Independent,Football,IN,96,85
2002,The Ohio State University,Big Ten Conference,Football,OH,62,58
2002,Ohio University,Mid-American Conference,Football,OH,76,67
2002,Oklahoma State University,Big 12 Conference,Football,OK,61,49
2002,University of Oklahoma,Big 12 Conference,Football,OK,45,37
2002,Oregon State University,Pac-12 Conference,Football,OR,57,43
2002,University of Oregon,Pac-12 Conference,Football,OR,50,46
2002,Pennsylvania State University,Big Ten Conference,Football,PA,85,80
2002,University of Pittsburgh,American Athletic Conference,Football,PA,68,56
2002,Portland State University,Big Sky Conference,Football,OR,47,58
2002,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,69,55
2002,Purdue University,Big Ten Conference,Football,IN,59,43
2002,University of Rhode Island,Colonial Athletic Association,Football,RI,66,58
2002,Rice University,Conference USA,Football,TX,84,73
2002,University of Richmond,Colonial Athletic Association,Football,VA,90,83
2002,Robert Morris University,Northeast Conference,Football,PA,85,64
2002,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,81,65
2002,Sacred Heart University,Northeast Conference,Football,CT,70,67
2002,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,50,41
2002,Sam Houston State University,Southland Conference,Football,TX,60,56
2002,Samford University,Southern Conference,Football,AL,72,63
2002,San Diego State University,Mountain West Conference,Football,CA,48,46
2002,University of San Diego,Pioneer Football League,Football,CA,79,
2002,San Jose State University,Western Athletic Conference,Football,CA,33,24
2002,Savannah State University,Independent,Football,GA,36,36
2002,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,66,65
2002,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,59,47
2002,South Dakota State University,Missouri Valley Football Conference,Football,SD,73,55
2002,University of South Dakota,Independent,Football,SD,79,53
2002,University of South Florida,American Athletic Conference,Football,FL,60,51
2002,Southeast Missouri State University,Ohio Valley Conference,Football,MO,57,37
2002,Southeastern Louisiana University,Southland Conference,Football,LA,77,67
2002,University of Southern California,Pac-12 Conference,Football,CA,58,52
2002,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,60,51
2002,Southern Methodist University,Conference USA,Football,TX,79,73
2002,The University of Southern Mississippi,Conference USA,Football,MS,82,69
2002,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,44,51
2002,Southern Utah University,Independent,Football,UT,73,45
2002,Missouri State University,Missouri Valley Football Conference,Football,MO,52,37
2002,Texas State University,Southland Conference,Football,TX,63,55
2002,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,63,56
2002,Stanford University,Pac-12 Conference,Football,CA,89,85
2002,Stephen F. Austin State University,Southland Conference,Football,TX,57,47
2002,Stony Brook University,Big South Conference,Football,NY,50,44
2002,Syracuse University,American Athletic Conference,Football,NY,77,65
2002,Temple University,Mid-American Conference,Football,PA,50,52
2002,Tennessee State University,Ohio Valley Conference,Football,TN,70,57
2002,Tennessee Technological University,Ohio Valley Conference,Football,TN,47,35
2002,University of Tennessee at Chattanooga,Southern Conference,Football,TN,49,48
2002,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,52,41
2002,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,52,34
2002,"Texas A&M University, College Station",Big 12 Conference,Football,TX,55,46
2002,Texas Christian University,Mountain West Conference,Football,TX,63,59
2002,Texas Southern University,Southwestern Athletic Conf.,Football,TX,43,32
2002,Texas Tech University,Big 12 Conference,Football,TX,69,59
2002,University of Texas at Austin,Big 12 Conference,Football,TX,53,44
2002,University of Texas at El Paso,Conference USA,Football,TX,60,51
2002,University of Toledo,Mid-American Conference,Football,OH,62,43
2002,Towson University,Colonial Athletic Association,Football,MD,73,67
2002,Troy University,Sun Belt Conference,Football,AL,83,65
2002,Tulane University,Conference USA,Football,LA,70,57
2002,The University of Tulsa,Conference USA,Football,OK,63,54
2002,U.S. Air Force Academy,Mountain West Conference,Football,CO,89,
2002,U.S. Military Academy,Independent,Football,NY,86,
2002,U.S. Naval Academy,Independent,Football,MD,93,
2002,Utah State University,Western Athletic Conference,Football,UT,69,53
2002,University of Utah,Mountain West Conference,Football,UT,57,50
2002,Valparaiso University,Pioneer Football League,Football,IN,90,
2002,Vanderbilt University,Southeastern Conference,Football,TN,91,78
2002,Villanova University,Colonial Athletic Association,Football,PA,92,80
2002,Virginia Military Institute,Big South Conference,Football,VA,73,71
2002,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,71,63
2002,University of Virginia,Atlantic Coast Conference,Football,VA,68,61
2002,Wagner College,Northeast Conference,Football,NY,71,49
2002,Wake Forest University,Atlantic Coast Conference,Football,NC,81,63
2002,Washington State University,Pac-12 Conference,Football,WA,62,58
2002,University of Washington,Pac-12 Conference,Football,WA,69,61
2002,Weber State University,Big Sky Conference,Football,UT,60,33
2002,West Virginia University,American Athletic Conference,Football,WV,61,51
2002,Western Carolina University,Southern Conference,Football,NC,83,61
2002,Western Illinois University,Missouri Valley Football Conference,Football,IL,50,55
2002,Western Kentucky University,Sun Belt Conference,Football,KY,63,54
2002,Western Michigan University,Mid-American Conference,Football,MI,58,53
2002,William & Mary,Colonial Athletic Association,Football,VA,94,88
2002,Winston-Salem State University,Mid-Eastern Athletic Conf.,Football,NC,33,55
2002,University of Wisconsin-Madison,Big Ten Conference,Football,WI,65,58
2002,University of Wyoming,Mountain West Conference,Football,WY,54,44
2002,Youngstown State University,Missouri Valley Football Conference,Football,OH,68,63
2002,University of Central Arkansas,Southland Conference,Football,AR,45,30
2002,Elon University,Southern Conference,Football,NC,84,69
2002,Gardner-Webb University,Big South Conference,Football,NC,48,38
2002,Presbyterian College,Big South Conference,Football,SC,74,72
2002,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,41,36
2002,Wofford College,Southern Conference,Football,SC,95,75
2003,University of Akron,Mid-American Conference,Football,OH,60,54
2003,Alabama A&M University,Southwestern Athletic Conf.,Football,AL,42,34
2003,Alabama State University,Southwestern Athletic Conf.,Football,AL,55,36
2003,University of Alabama,Southeastern Conference,Football,AL,67,61
2003,University of Alabama at Birmingham,Conference USA,Football,AL,53,45
2003,University at Albany,Northeast Conference,Football,NY,73,65
2003,Alcorn State University,Southwestern Athletic Conf.,Football,MS,83,46
2003,Appalachian State University,Southern Conference,Football,NC,71,49
2003,Arizona State University,Pac-12 Conference,Football,AZ,63,51
2003,University of Arizona,Pac-12 Conference,Football,AZ,46,42
2003,Arkansas State University,Sun Belt Conference,Football,AR,70,55
2003,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,55,43
2003,Auburn University,Southeastern Conference,Football,AL,63,51
2003,Austin Peay State University,Ohio Valley Conference,Football,TN,52,0
2003,Ball State University,Mid-American Conference,Football,IN,55,49
2003,Charleston Southern University,Big South Conference,Football,SC,68,35
2003,Baylor University,Big 12 Conference,Football,TX,64,54
2003,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,49,37
2003,Boise State University,Western Athletic Conference,Football,ID,65,52
2003,Boston College,Atlantic Coast Conference,Football,MA,90,87
2003,Bowling Green State University,Mid-American Conference,Football,OH,70,55
2003,Brigham Young University,Mountain West Conference,Football,UT,62,43
2003,Bryant University,Northeast Conference,Football,RI,58,50
2003,Bucknell University,Patriot League,Football,PA,90,83
2003,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,54,43
2003,Butler University,Pioneer Football League,Football,IN,75,67
2003,California Polytechnic State University,Independent,Football,CA,70,68
2003,"California State University, Fresno",Western Athletic Conference,Football,CA,52,50
2003,"California State University, Sacramento",Big Sky Conference,Football,CA,44,35
2003,"University of California, Berkeley",Pac-12 Conference,Football,CA,65,62
2003,"University of California, Davis",Independent,Football,CA,74,61
2003,"University of California, Los Angeles",Pac-12 Conference,Football,CA,52,40
2003,Central Connecticut State University,Northeast Conference,Football,CT,50,36
2003,University of Central Florida,Conference USA,Football,FL,70,48
2003,Central Michigan University,Mid-American Conference,Football,MI,67,58
2003,University of Cincinnati,American Athletic Conference,Football,OH,81,72
2003,The Citadel,Southern Conference,Football,SC,69,60
2003,Clemson University,Atlantic Coast Conference,Football,SC,61,54
2003,Coastal Carolina University,Big South Conference,Football,SC,79,83
2003,Colgate University,Patriot League,Football,NY,96,79
2003,Colorado State University,Mountain West Conference,Football,CO,78,64
2003,"University of Colorado, Boulder",Big 12 Conference,Football,CO,59,48
2003,University of Connecticut,American Athletic Conference,Football,CT,77,61
2003,Dartmouth College,The Ivy League,Football,NH,,
2003,Davidson College,Pioneer Football League,Football,NC,95,
2003,University of Dayton,Pioneer Football League,Football,OH,92,
2003,Delaware State University,Mid-Eastern Athletic Conf.,Football,DE,51,57
2003,University of Delaware,Colonial Athletic Association,Football,DE,66,56
2003,Drake University,Pioneer Football League,Football,IA,83,
2003,Duke University,Atlantic Coast Conference,Football,NC,95,86
2003,Duquesne University,Northeast Conference,Football,PA,54,
2003,East Carolina University,Conference USA,Football,NC,63,54
2003,Eastern Illinois University,Ohio Valley Conference,Football,IL,63,53
2003,Eastern Kentucky University,Ohio Valley Conference,Football,KY,79,71
2003,Eastern Michigan University,Mid-American Conference,Football,MI,51,34
2003,Eastern Washington University,Big Sky Conference,Football,WA,68,52
2003,Florida A&M University,Mid-Eastern Athletic Conf.,Football,FL,30,33
